,station_index,pm2_5_AVG,pm10_0_atm,date,name,latitude,longitude,altitude,pm2_5_station_median,pm10_0_station_median,pm10_0_daily_median,pm10_0_diff,pm2_5_daily_median,pm2_5_diff,way,distance
120,3225,3.7,4.8,2018-01-13,Wilburton,47.614223,-122.1695,210,3.8,5.1,5.85,-1.0499999999999998,4.35,-0.6499999999999995,623957745,1.4283923854838974
121,3225,7.4,10.1,2018-01-14,Wilburton,47.614223,-122.1695,210,3.8,5.1,8.4,1.6999999999999993,6.15,1.25,623957745,1.4283923854838974
122,3225,13.5,18.9,2018-01-15,Wilburton,47.614223,-122.1695,210,3.8,5.1,16.049999999999997,2.8500000000000014,11.5,2.0,623957745,1.4283923854838974
123,3225,2.2,2.9,2018-01-16,Wilburton,47.614223,-122.1695,210,3.8,5.1,4.1,-1.1999999999999995,3.05,-0.8499999999999996,623957745,1.4283923854838974
124,3225,1.3,1.7,2018-01-17,Wilburton,47.614223,-122.1695,210,3.8,5.1,3.65,-1.95,2.75,-1.45,623957745,1.4283923854838974
125,3225,1.4,2.0,2018-01-18,Wilburton,47.614223,-122.1695,210,3.8,5.1,2.7,-0.7000000000000002,1.95,-0.55,623957745,1.4283923854838974
126,3225,0.7,0.8,2018-01-19,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.95,-1.15,1.5,-0.8,623957745,1.4283923854838974
127,3225,1.6,2.1,2018-01-20,Wilburton,47.614223,-122.1695,210,3.8,5.1,2.8,-0.6999999999999997,2.1,-0.5,623957745,1.4283923854838974
128,3225,0.7,0.8,2018-01-21,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.0,-0.1999999999999999,0.85,-0.15,623957745,1.4283923854838974
129,3225,1.2,1.6,2018-01-22,Wilburton,47.614223,-122.1695,210,3.8,5.1,2.0,-0.3999999999999999,1.5,-0.3,623957745,1.4283923854838974
130,3225,2.0,2.7,2018-01-23,Wilburton,47.614223,-122.1695,210,3.8,5.1,3.9,-1.1999999999999995,2.85,-0.8500000000000001,623957745,1.4283923854838974
131,3225,0.7,0.8,2018-01-24,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.85,-1.05,1.4500000000000002,-0.7500000000000002,623957745,1.4283923854838974
132,3225,0.5,0.5,2018-01-25,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.5,-1.0,1.2,-0.7,623957745,1.4283923854838974
133,3225,0.8,0.9,2018-01-26,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.4,-0.4999999999999999,1.15,-0.3499999999999998,623957745,1.4283923854838974
134,3225,13.2,19.1,2018-01-27,Wilburton,47.614223,-122.1695,210,3.8,5.1,10.85,8.25,7.6,5.6,623957745,1.4283923854838974
135,3225,0.9,1.0,2018-03-13,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.0,0.0,1.9,-1.0,623957745,1.4283923854838974
136,3225,1.8,2.4,2018-03-14,Wilburton,47.614223,-122.1695,210,3.8,5.1,2.4,0.0,2.3,-0.4999999999999998,623957745,1.4283923854838974
137,3225,1.1,1.4,2018-03-15,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.4,0.0,2.5,-1.4,623957745,1.4283923854838974
138,3225,2.4,3.2,2018-03-16,Wilburton,47.614223,-122.1695,210,3.8,5.1,2.9,0.3000000000000002,2.4,0.0,623957745,1.4283923854838974
139,3225,5.1,7.0,2018-03-17,Wilburton,47.614223,-122.1695,210,3.8,5.1,7.0,0.0,7.0,-1.9000000000000004,623957745,1.4283923854838974
140,3225,2.3,3.0,2018-03-18,Wilburton,47.614223,-122.1695,210,3.8,5.1,3.0,0.0,2.8,-0.5,623957745,1.4283923854838974
141,3225,4.1,5.5,2018-03-19,Wilburton,47.614223,-122.1695,210,3.8,5.1,5.5,0.0,6.9,-2.8000000000000007,623957745,1.4283923854838974
142,3225,4.6,6.3,2018-03-20,Wilburton,47.614223,-122.1695,210,3.8,5.1,6.1,0.2000000000000001,4.6,0.0,623957745,1.4283923854838974
143,3225,7.8,10.7,2018-03-21,Wilburton,47.614223,-122.1695,210,3.8,5.1,10.7,0.0,10.9,-3.1000000000000005,623957745,1.4283923854838974
144,3225,5.4,7.3,2018-03-22,Wilburton,47.614223,-122.1695,210,3.8,5.1,5.8,1.5,4.3,1.1000000000000003,623957745,1.4283923854838974
145,3225,0.9,1.1,2018-03-23,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.1,0.0,1.2,-0.2999999999999999,623957745,1.4283923854838974
146,3225,1.5,1.9,2018-03-24,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.9,0.0,1.5,0.0,623957745,1.4283923854838974
147,3225,5.8,8.2,2018-03-25,Wilburton,47.614223,-122.1695,210,3.8,5.1,8.2,0.0,7.8,-2.0,623957745,1.4283923854838974
148,3225,1.0,1.1,2018-03-26,Wilburton,47.614223,-122.1695,210,3.8,5.1,1.1,0.0,1.4,-0.3999999999999999,623957745,1.4283923854838974
149,3225,0.4,0.4,2018-03-27,Wilburton,47.614223,-122.1695,210,3.8,5.1,0.5,-0.0999999999999999,1.4,-1.0,623957745,1.4283923854838974
150,3225,2.2,3.1,2018-03-28,Wilburton,47.614223,-122.1695,210,3.8,5.1,3.1,0.0,2.7,-0.5,623957745,1.4283923854838974
151,3225,4.1,5.7,2018-03-29,Wilburton,47.614223,-122.1695,210,3.8,5.1,5.7,0.0,4.6,-0.5,623957745,1.4283923854838974
152,3225,2.4,3.1,2018-03-30,Wilburton,47.614223,-122.1695,210,3.8,5.1,3.1,0.0,2.7,-0.3000000000000002,623957745,1.4283923854838974
153,3225,3.3,4.4,2018-03-31,Wilburton,47.614223,-122.1695,210,3.8,5.1,4.85,-0.4499999999999993,3.6,-0.2999999999999998,623957745,1.4283923854838974
154,3225,4.6,6.2,2018-04-01,Wilburton,47.614223,-122.1695,210,3.8,5.1,5.75,0.4500000000000002,4.25,0.3499999999999996,623957745,1.4283923854838974
155,3225,2.8,3.8,2018-04-02,Wilburton,47.614223,-122.1695,210,3.8,5.1,4.5,-0.7000000000000002,3.3,-0.5,623957745,1.4283923854838974
156,3225,3.4,4.7,2018-04-03,Wilburton,47.614223,-122.1695,210,3.8,5.1,5.45,-0.75,3.9,-0.5000000000000004,623957745,1.4283923854838974
157,3225,4.1,5.5,2018-04-04,Wilburton,47.614223,-122.1695,210,3.8,5.1,6.95,-1.4500000000000002,5.05,-0.9500000000000002,623957745,1.4283923854838974
158,3225,3.9,5.2,2018-04-05,Wilburton,47.614223,-122.1695,210,3.8,5.1,9.5,-4.3,6.9,-3.0000000000000004,623957745,1.4283923854838974
